id,BookTitle,Author,Year,GivenRating,ReviewText,ReviewDate
453,The Phantom Tollbooth,Norton Juster,1961,5.0,This book was MAGICAL.  [Review]  'The Phantom Tollbooth' by Norton Juster !!! http://buybook.com,2025-06-01
454,"Little House in the Big Woods (Little House, #1)",Laura Ingalls Wilder,1932,4.2,"This book was SO BAD.  [skip this part]  'Little House in the Big Woods (Little House, #1)' by Laura Ingalls Wilder @@@ 💯",2025-03-21
455,"Go, Dog. Go!",P.D. Eastman,1961,3.2,"This book was LOVED IT.  [spoiler]  'Go, Dog. Go!' by P.D. Eastman ??? http://buybook.com",2023-03-03
456,"The Wonderful Wizard of Oz (Oz, #1)",L. Frank Baum,1900,3.0,"This book was SO BAD.  [Review]  'The Wonderful Wizard of Oz (Oz, #1)' by L. Frank Baum @@@ http://buybook.com",2023-01-06
457,The Rainbow Fish,Marcus Pfister,1992,4.2,This book was MAGICAL.  [skip this part]  'The Rainbow Fish' by Marcus Pfister ... 💯,2023-07-11
458,"The Giver (The Giver, #1)",Lois Lowry,1993,3.1,"This book was MAGICAL.  [Review]  'The Giver (The Giver, #1)' by Lois Lowry !!! 💯",2023-04-11
459,The Story of Ferdinand,Munro Leaf,1936,4.4,This book was MAGICAL.  [Review]  'The Story of Ferdinand' by Munro Leaf !!! http://buybook.com,2023-11-29
460,The Night Before Christmas,Clement Clarke Moore,1823,5.0,This book was AMAZING.  [spoiler]  'The Night Before Christmas' by Clement Clarke Moore ... #reading,2025-08-10
461,Bridge to Terabithia,Katherine Paterson,1977,4.0,This book was SO BAD.  [skip this part]  'Bridge to Terabithia' by Katherine Paterson ... @friend,2024-01-08
462,Blueberries for Sal,Robert McCloskey,1948,4.2,This book was AMAZING.  [spoiler]  'Blueberries for Sal' by Robert McCloskey ### http://buybook.com,2023-04-06
463,"Caps for Sale: A Tale of a Peddler, Some Monkeys and Their Monkey Business",Esphyr Slobodkina,1940,4.2,"This book was LOVED IT.  [spoiler]  'Caps for Sale: A Tale of a Peddler, Some Monkeys and Their Monkey Business' by Esphyr Slobodkina ... http://buybook.com",2024-06-10
464,The Witches,Roald Dahl,1983,4.2,This book was SO BAD.  [spoiler]  'The Witches' by Roald Dahl ??? http://buybook.com,2023-10-05
465,Clifford the Big Red Dog,Norman Bridwell,1963,4.2,This book was BORING.  [Review]  'Clifford the Big Red Dog' by Norman Bridwell !!! http://buybook.com,2025-04-30
466,Fox in Socks,Dr. Seuss,1965,5.0,This book was BORING.  [skip this part]  'Fox in Socks' by Dr. Seuss ??? ✨,2023-03-19
467,"Little Bear (Little Bear, #1)",Else Holmelund Minarik,1957,4.2,"This book was SO BAD.  [note]  'Little Bear (Little Bear, #1)' by Else Holmelund Minarik ### #reading",2024-02-23
468,"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1)",C.S. Lewis,1950,4.2,"This book was MAGICAL.  [skip this part]  'The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1)' by C.S. Lewis ... #reading",2025-03-05
469,The Paper Bag Princess,Robert Munsch,1980,5.0,This book was LOVED IT.  [skip this part]  'The Paper Bag Princess' by Robert Munsch @@@ 💯,2025-08-06
470,"The Snowy Day (Peter, #1)",Ezra Jack Keats,1962,4.2,"This book was LOVED IT.  [skip this part]  'The Snowy Day (Peter, #1)' by Ezra Jack Keats @@@ ✨",2023-11-08
471,Tikki Tikki Tembo,Arlene Mosel,1968,4.2,This book was SO BAD.  [note]  'Tikki Tikki Tembo' by Arlene Mosel !!! ✨,2025-07-31
472,A Bad Case of Stripes (Scholastic Bookshelf),David Shannon,1998,5.0,This book was SO BAD.  [Review]  'A Bad Case of Stripes (Scholastic Bookshelf)' by David Shannon !!! #reading,2023-02-24
473,"Winnie-the-Pooh (Winnie-the-Pooh, #1)",A.A. Milne,1926,3.4,"This book was AMAZING.  [note]  'Winnie-the-Pooh (Winnie-the-Pooh, #1)' by A.A. Milne ??? @friend",2025-05-06
474,Chrysanthemum,Kevin Henkes,1991,4.3,This book was LOVED IT.  [skip this part]  'Chrysanthemum' by Kevin Henkes ### #reading,2024-01-19
475,"Miss Nelson Is Missing! (Miss Nelson, #1)",Harry Allard,1977,4.3,"This book was LOVED IT.  [spoiler]  'Miss Nelson Is Missing! (Miss Nelson, #1)' by Harry Allard ### #reading",2024-05-27
476,Falling Up,Shel Silverstein,1996,5.0,This book was MAGICAL.  [note]  'Falling Up' by Shel Silverstein ??? 💯,2023-10-22
477,"Click, Clack, Moo: Cows That Type",Doreen Cronin,2000,4.3,"This book was BORING.  [Review]  'Click, Clack, Moo: Cows That Type' by Doreen Cronin !!! #reading",2024-04-07
478,The Tale of Despereaux,Kate DiCamillo,2003,3.1,This book was SO BAD.  [skip this part]  'The Tale of Despereaux' by Kate DiCamillo ??? ✨,2024-04-19
479,The Sneetches and Other Stories,Dr. Seuss,1961,3.3,This book was SO BAD.  [spoiler]  'The Sneetches and Other Stories' by Dr. Seuss !!! http://buybook.com,2023-01-26
480,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,E.L. Konigsburg,1967,4.2,This book was BORING.  [spoiler]  'From the Mixed-Up Files of Mrs. Basil E. Frankweiler' by E.L. Konigsburg @@@ @friend,2024-10-11
481,"The Story of Babar (Babar, #1)",Jean de Brunhoff,1931,4.1,"This book was MAGICAL.  [spoiler]  'The Story of Babar (Babar, #1)' by Jean de Brunhoff @@@ ✨",2024-03-25
482,"The Indian in the Cupboard (The Indian in the Cupboard, #1)",Lynne Reid Banks,1980,3.9,"This book was AMAZING.  [spoiler]  'The Indian in the Cupboard (The Indian in the Cupboard, #1)' by Lynne Reid Banks ??? http://buybook.com",2024-12-08
483,The Adventures of Tom Sawyer,Mark Twain,1876,3.9,This book was AMAZING.  [note]  'The Adventures of Tom Sawyer' by Mark Twain ??? 💯,2023-12-13
484,"The Mouse and the Motorcycle (Ralph S. Mouse, #1)",Beverly Cleary,1965,4.0,"This book was MAGICAL.  [skip this part]  'The Mouse and the Motorcycle (Ralph S. Mouse, #1)' by Beverly Cleary @@@ #reading",2025-01-05
485,"Olivia (Olivia, #1)",Ian Falconer,2000,4.2,"This book was AMAZING.  [skip this part]  'Olivia (Olivia, #1)' by Ian Falconer @@@ http://buybook.com",2024-01-15
486,"Sideways Stories from Wayside School (Wayside School, #1)",Louis Sachar,1978,4.2,"This book was AMAZING.  [note]  'Sideways Stories from Wayside School (Wayside School, #1)' by Louis Sachar !!! http://buybook.com",2024-10-03
487,"The Little House Collection (Little House, #1-9)",Laura Ingalls Wilder,1932,4.4,"This book was SO BAD.  [Review]  'The Little House Collection (Little House, #1-9)' by Laura Ingalls Wilder ### ✨",2024-01-12
488,The Neverending Story,Michael Ende,1979,5.0,This book was AMAZING.  [spoiler]  'The Neverending Story' by Michael Ende ... http://buybook.com,2023-06-11
489,"Ramona the Pest (Ramona, #2)",Beverly Cleary,1968,4.1,"This book was LOVED IT.  [skip this part]  'Ramona the Pest (Ramona, #2)' by Beverly Cleary ... ✨",2025-03-05
490,Hop On Pop,Dr. Seuss,1963,4.0,This book was MAGICAL.  [Review]  'Hop On Pop' by Dr. Seuss !!! ✨,2023-09-09
491,The Little House,Virginia Lee Burton,1942,3.3,This book was LOVED IT.  [note]  'The Little House' by Virginia Lee Burton @@@ 💯,2024-04-18
492,Harry the Dirty Dog,Gene Zion,1956,4.2,This book was BORING.  [Review]  'Harry the Dirty Dog' by Gene Zion !!! #reading,2025-04-02
493,The Runaway Bunny,Margaret Wise Brown,1942,5.0,This book was AMAZING.  [spoiler]  'The Runaway Bunny' by Margaret Wise Brown ### 💯,2024-01-01
494,Horton Hatches the Egg,Dr. Seuss,1940,4.2,This book was BORING.  [note]  'Horton Hatches the Egg' by Dr. Seuss !!! @friend,2023-08-02
495,"Bunnicula: A Rabbit-Tale of Mystery (Bunnicula, #1)",Deborah Howe,1979,4.9,"This book was LOVED IT.  [Review]  'Bunnicula: A Rabbit-Tale of Mystery (Bunnicula, #1)' by Deborah Howe !!! 💯",2024-10-09
496,Stone Soup,Jon J. Muth,2003,4.2,This book was AMAZING.  [skip this part]  'Stone Soup' by Jon J. Muth ??? http://buybook.com,2023-12-20
497,A Light in the Attic,Shel Silverstein,1981,3.4,This book was LOVED IT.  [Review]  'A Light in the Attic' by Shel Silverstein ??? http://buybook.com,2023-04-12
498,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",J.K. Rowling,1999,4.6,"This book was MAGICAL.  [note]  'Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)' by J.K. Rowling ??? 💯",2025-05-08
499,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,1998,4.4,"This book was MAGICAL.  [spoiler]  'Harry Potter and the Chamber of Secrets (Harry Potter, #2)' by J.K. Rowling ... @friend",2023-11-08
500,The Three Billy Goats Gruff,Paul Galdone,1973,4.2,This book was SO BAD.  [note]  'The Three Billy Goats Gruff' by Paul Galdone !!! ✨,2023-10-23
